Date,Time,Visitor,PTS Visitor,Home,PTS Home
2023-12-05,10:00p,Phoenix Suns,103,Los Angeles Lakers,106
2023-12-06,7:00p,Orlando Magic,111,Cleveland Cavaliers,121
2023-12-06,7:00p,Memphis Grizzlies,116,Detroit Pistons,102
2023-12-06,7:00p,Philadelphia 76ers,131,Washington Wizards,126
2023-12-06,7:30p,Brooklyn Nets,114,Atlanta Hawks,113
2023-12-06,7:30p,San Antonio Spurs,94,Minnesota Timberwolves,102
2023-12-06,7:30p,Miami Heat,112,Toronto Raptors,103
2023-12-06,8:00p,Charlotte Hornets,100,Chicago Bulls,111
2023-12-06,8:00p,Oklahoma City Thunder,101,Houston Rockets,110
2023-12-06,8:30p,Utah Jazz,97,Dallas Mavericks,147
2023-12-06,10:00p,Portland Trail Blazers,106,Golden State Warriors,110
2023-12-06,10:00p,Denver Nuggets,102,Los Angeles Clippers,111
2023-12-07,5:00p,Indiana Pacers,128,Milwaukee Bucks,119
2023-12-07,9:00p,New Orleans Pelicans,89,Los Angeles Lakers,133
2023-12-08,7:00p,Toronto Raptors,116,Charlotte Hornets,119
2023-12-08,7:00p,Detroit Pistons,91,Orlando Magic,123
2023-12-08,7:00p,Atlanta Hawks,114,Philadelphia 76ers,125
2023-12-08,7:30p,New York Knicks,123,Boston Celtics,133
2023-12-08,7:30p,Washington Wizards,97,Brooklyn Nets,124
2023-12-08,8:00p,Minnesota Timberwolves,127,Memphis Grizzlies,103
2023-12-08,8:00p,Cleveland Cavaliers,111,Miami Heat,99
2023-12-08,8:00p,Golden State Warriors,136,Oklahoma City Thunder,138
2023-12-08,8:30p,Chicago Bulls,121,San Antonio Spurs,112
2023-12-08,9:00p,Houston Rockets,114,Denver Nuggets,106
2023-12-08,9:00p,Sacramento Kings,114,Phoenix Suns,106
2023-12-08,10:00p,Dallas Mavericks,125,Portland Trail Blazers,112
2023-12-08,10:00p,Los Angeles Clippers,117,Utah Jazz,103
2023-12-09,8:30p,Indiana Pacers,109,Los Angeles Lakers,123
2023-12-11,7:00p,Miami Heat,116,Charlotte Hornets,114
2023-12-11,7:00p,Indiana Pacers,131,Detroit Pistons,123
2023-12-11,7:00p,Cleveland Cavaliers,94,Orlando Magic,104
2023-12-11,7:00p,Washington Wizards,101,Philadelphia 76ers,146
2023-12-11,7:30p,Denver Nuggets,129,Atlanta Hawks,122
2023-12-11,7:30p,Toronto Raptors,130,New York Knicks,136
2023-12-11,8:00p,San Antonio Spurs,82,Houston Rockets,93
2023-12-11,8:00p,Dallas Mavericks,120,Memphis Grizzlies,113
2023-12-11,8:00p,Chicago Bulls,129,Milwaukee Bucks,133
2023-12-11,8:00p,Minnesota Timberwolves,107,New Orleans Pelicans,121
2023-12-11,8:00p,Utah Jazz,120,Oklahoma City Thunder,134
2023-12-11,10:00p,Brooklyn Nets,118,Sacramento Kings,131
2023-12-11,10:30p,Portland Trail Blazers,127,Los Angeles Clippers,132
2023-12-12,7:30p,Cleveland Cavaliers,113,Boston Celtics,120
2023-12-12,7:30p,Los Angeles Lakers,125,Dallas Mavericks,127
2023-12-12,8:00p,Denver Nuggets,114,Chicago Bulls,106
2023-12-12,10:00p,Golden State Warriors,116,Phoenix Suns,119
2023-12-12,10:30p,Sacramento Kings,99,Los Angeles Clippers,119
2023-12-13,7:00p,Philadelphia 76ers,129,Detroit Pistons,111
2023-12-13,7:00p,New Orleans Pelicans,142,Washington Wizards,122
2023-12-13,7:30p,Charlotte Hornets,104,Miami Heat,115
2023-12-13,7:30p,Atlanta Hawks,128,Toronto Raptors,135
2023-12-13,8:00p,Memphis Grizzlies,104,Houston Rockets,117
2023-12-13,8:00p,Indiana Pacers,126,Milwaukee Bucks,140
2023-12-13,8:00p,Los Angeles Lakers,122,San Antonio Spurs,119
2023-12-13,9:00p,Brooklyn Nets,116,Phoenix Suns,112
2023-12-13,9:00p,New York Knicks,113,Utah Jazz,117
2023-12-14,7:30p,Cleveland Cavaliers,107,Boston Celtics,116
2023-12-14,7:30p,Chicago Bulls,124,Miami Heat,116
2023-12-14,8:30p,Minnesota Timberwolves,119,Dallas Mavericks,101
2023-12-14,9:00p,Brooklyn Nets,101,Denver Nuggets,124
2023-12-14,10:00p,Utah Jazz,122,Portland Trail Blazers,114
2023-12-14,10:00p,Oklahoma City Thunder,123,Sacramento Kings,128
2023-12-14,10:30p,Golden State Warriors,113,Los Angeles Clippers,121
2023-12-15,7:00p,New Orleans Pelicans,112,Charlotte Hornets,107
2023-12-15,7:00p,Detroit Pistons,92,Philadelphia 76ers,124
2023-12-15,7:00p,Indiana Pacers,123,Washington Wizards,137
2023-12-15,7:30p,Orlando Magic,111,Boston Celtics,128
2023-12-15,7:30p,Los Angeles Lakers,115,San Antonio Spurs,129
2023-12-15,7:30p,Atlanta Hawks,125,Toronto Raptors,104
2023-12-15,8:00p,Houston Rockets,103,Memphis Grizzlies,96
2023-12-15,10:00p,New York Knicks,139,Phoenix Suns,122
2023-12-16,6:00p,Detroit Pistons,114,Milwaukee Bucks,146
2023-12-16,7:00p,Philadelphia 76ers,135,Charlotte Hornets,82
2023-12-16,7:30p,Atlanta Hawks,119,Cleveland Cavaliers,127
2023-12-16,8:00p,Chicago Bulls,116,Miami Heat,118
2023-12-16,8:00p,Indiana Pacers,109,Minnesota Timberwolves,127
2023-12-16,8:30p,Brooklyn Nets,120,Golden State Warriors,124
2023-12-16,9:00p,Oklahoma City Thunder,118,Denver Nuggets,117
2023-12-16,9:00p,Dallas Mavericks,131,Portland Trail Blazers,120
2023-12-16,10:00p,Utah Jazz,104,Sacramento Kings,125
2023-12-16,10:30p,New York Knicks,122,Los Angeles Clippers,144
2023-12-17,3:00p,Orlando Magic,97,Boston Celtics,114
2023-12-17,3:30p,New Orleans Pelicans,146,San Antonio Spurs,110
2023-12-17,7:00p,Houston Rockets,119,Milwaukee Bucks,128
2023-12-17,8:00p,Washington Wizards,108,Phoenix Suns,112
2023-12-17,9:00p,Golden State Warriors,118,Portland Trail Blazers,114
2023-12-18,7:00p,Houston Rockets,130,Cleveland Cavaliers,135
2023-12-18,7:00p,Los Angeles Clippers,151,Indiana Pacers,127
2023-12-18,7:00p,Chicago Bulls,108,Philadelphia 76ers,104
2023-12-18,7:30p,Detroit Pistons,124,Atlanta Hawks,130
2023-12-18,7:30p,Minnesota Timberwolves,112,Miami Heat,108
2023-12-18,7:30p,Charlotte Hornets,99,Toronto Raptors,114
2023-12-18,8:00p,Memphis Grizzlies,97,Oklahoma City Thunder,116
2023-12-18,9:00p,Dallas Mavericks,104,Denver Nuggets,130
2023-12-18,9:00p,Brooklyn Nets,108,Utah Jazz,125
2023-12-18,10:00p,Washington Wizards,131,Sacramento Kings,143
2023-12-18,10:30p,New York Knicks,114,Los Angeles Lakers,109
2023-12-19,7:30p,Memphis Grizzlies,115,New Orleans Pelicans,113
2023-12-19,8:00p,San Antonio Spurs,119,Milwaukee Bucks,132
2023-12-19,10:00p,Boston Celtics,126,Golden State Warriors,132
2023-12-19,10:00p,Phoenix Suns,104,Portland Trail Blazers,109
2023-12-20,7:00p,Utah Jazz,116,Cleveland Cavaliers,124
2023-12-20,7:00p,Charlotte Hornets,113,Indiana Pacers,144
2023-12-20,7:00p,Miami Heat,115,Orlando Magic,106
2023-12-20,7:00p,Minnesota Timberwolves,113,Philadelphia 76ers,127
2023-12-20,7:30p,New York Knicks,121,Brooklyn Nets,102
2023-12-20,7:30p,Denver Nuggets,113,Toronto Raptors,104
2023-12-20,8:00p,Los Angeles Lakers,108,Chicago Bulls,124
2023-12-20,8:00p,Atlanta Hawks,134,Houston Rockets,127
2023-12-20,8:30p,Los Angeles Clippers,120,Dallas Mavericks,111
2023-12-20,10:00p,Boston Celtics,144,Sacramento Kings,119
2023-12-21,7:00p,Utah Jazz,119,Detroit Pistons,111
2023-12-21,7:30p,New Orleans Pelicans,123,Cleveland Cavaliers,104
2023-12-21,8:00p,San Antonio Spurs,95,Chicago Bulls,114
2023-12-21,8:00p,Indiana Pacers,103,Memphis Grizzlies,116
2023-12-21,8:00p,Orlando Magic,114,Milwaukee Bucks,118
2023-12-21,8:00p,Los Angeles Clippers,115,Oklahoma City Thunder,134
2023-12-21,9:00p,Los Angeles Lakers,111,Minnesota Timberwolves,118
2023-12-21,10:00p,Washington Wizards,118,Portland Trail Blazers,117
2023-12-22,7:00p,Toronto Raptors,111,Philadelphia 76ers,121
2023-12-22,7:30p,Denver Nuggets,122,Brooklyn Nets,117
2023-12-22,8:00p,Dallas Mavericks,96,Houston Rockets,122
2023-12-22,8:00p,Atlanta Hawks,113,Miami Heat,122
2023-12-22,10:00p,Washington Wizards,118,Golden State Warriors,129
2023-12-22,10:00p,Phoenix Suns,105,Sacramento Kings,120
2023-12-23,12:30p,Milwaukee Bucks,130,New York Knicks,111
2023-12-23,3:30p,Boston Celtics,145,Los Angeles Clippers,108
2023-12-23,7:00p,Denver Nuggets,102,Charlotte Hornets,95
2023-12-23,7:00p,Orlando Magic,117,Indiana Pacers,110
2023-12-23,7:00p,Houston Rockets,106,New Orleans Pelicans,104
2023-12-23,7:30p,Memphis Grizzlies,125,Atlanta Hawks,119
2023-12-23,7:30p,Detroit Pistons,115,Brooklyn Nets,126
2023-12-23,7:30p,Utah Jazz,126,Toronto Raptors,119
2023-12-23,8:00p,Cleveland Cavaliers,109,Chicago Bulls,95
2023-12-23,8:00p,Los Angeles Lakers,129,Oklahoma City Thunder,120
2023-12-23,8:30p,San Antonio Spurs,119,Dallas Mavericks,144
2023-12-23,8:30p,Portland Trail Blazers,106,Golden State Warriors,126
2023-12-23,10:00p,Minnesota Timberwolves,110,Sacramento Kings,98
2023-12-25,12:00p,Milwaukee Bucks,122,New York Knicks,129
2023-12-25,2:30p,Golden State Warriors,114,Denver Nuggets,120
2023-12-25,5:00p,Boston Celtics,126,Los Angeles Lakers,115
2023-12-25,8:00p,Philadelphia 76ers,113,Miami Heat,119
2023-12-25,10:30p,Dallas Mavericks,128,Phoenix Suns,114
2023-12-26,7:00p,Brooklyn Nets,118,Detroit Pistons,112
2023-12-26,7:00p,Orlando Magic,127,Washington Wizards,119
2023-12-26,8:00p,Atlanta Hawks,113,Chicago Bulls,118
2023-12-26,8:00p,Indiana Pacers,123,Houston Rockets,117
2023-12-26,8:00p,Memphis Grizzlies,116,New Orleans Pelicans,115
2023-12-26,8:00p,Minnesota Timberwolves,106,Oklahoma City Thunder,129
2023-12-26,8:00p,Utah Jazz,130,San Antonio Spurs,118
2023-12-26,10:00p,Sacramento Kings,113,Portland Trail Blazers,130
2023-12-26,10:30p,Charlotte Hornets,104,Los Angeles Clippers,113
2023-12-27,7:00p,Philadelphia 76ers,112,Orlando Magic,92
2023-12-27,7:00p,Toronto Raptors,132,Washington Wizards,102
2023-12-27,7:30p,Milwaukee Bucks,144,Brooklyn Nets,122
2023-12-27,8:00p,Phoenix Suns,129,Houston Rockets,113
2023-12-27,8:00p,New York Knicks,120,Oklahoma City Thunder,129
2023-12-27,8:30p,Cleveland Cavaliers,113,Dallas Mavericks,110
2023-12-28,7:30p,Detroit Pistons,122,Boston Celtics,128
2023-12-28,8:00p,Indiana Pacers,120,Chicago Bulls,104
2023-12-28,8:00p,Dallas Mavericks,110,Minnesota Timberwolves,118
2023-12-28,8:00p,Utah Jazz,105,New Orleans Pelicans,112
2023-12-28,9:00p,Memphis Grizzlies,105,Denver Nuggets,142
2023-12-28,10:00p,Miami Heat,114,Golden State Warriors,102
2023-12-28,10:00p,San Antonio Spurs,118,Portland Trail Blazers,105
2023-12-28,10:30p,Charlotte Hornets,112,Los Angeles Lakers,133
2023-12-29,7:00p,New York Knicks,108,Orlando Magic,117
2023-12-29,7:00p,Brooklyn Nets,104,Washington Wizards,110
2023-12-29,7:30p,Sacramento Kings,117,Atlanta Hawks,110
2023-12-29,7:30p,Toronto Raptors,118,Boston Celtics,120
2023-12-29,7:30p,Milwaukee Bucks,119,Cleveland Cavaliers,111
2023-12-29,8:00p,Philadelphia 76ers,131,Houston Rockets,127
2023-12-29,9:00p,Oklahoma City Thunder,119,Denver Nuggets,93
2023-12-29,9:00p,Charlotte Hornets,119,Phoenix Suns,133
2023-12-29,10:00p,San Antonio Spurs,128,Portland Trail Blazers,134
2023-12-29,10:30p,Memphis Grizzlies,106,Los Angeles Clippers,117
2023-12-30,5:00p,Miami Heat,109,Utah Jazz,117
2023-12-30,6:00p,Toronto Raptors,127,Detroit Pistons,129
2023-12-30,7:00p,New York Knicks,126,Indiana Pacers,140
2023-12-30,8:00p,Philadelphia 76ers,92,Chicago Bulls,105
2023-12-30,8:00p,Los Angeles Lakers,106,Minnesota Timberwolves,108
2023-12-30,8:30p,Dallas Mavericks,132,Golden State Warriors,122
2023-12-31,3:00p,Atlanta Hawks,130,Washington Wizards,126
2023-12-31,7:00p,Los Angeles Lakers,109,New Orleans Pelicans,129
2023-12-31,7:00p,Brooklyn Nets,108,Oklahoma City Thunder,124
2023-12-31,7:00p,Boston Celtics,134,San Antonio Spurs,101
2023-12-31,8:00p,Sacramento Kings,123,Memphis Grizzlies,92
2023-12-31,8:00p,Orlando Magic,107,Phoenix Suns,112
2024-01-01,3:00p,Minnesota Timberwolves,106,New York Knicks,112
2024-01-01,7:30p,Cleveland Cavaliers,121,Toronto Raptors,124
2024-01-01,8:00p,Detroit Pistons,113,Houston Rockets,136
2024-01-01,8:00p,Indiana Pacers,122,Milwaukee Bucks,113
2024-01-01,9:00p,Charlotte Hornets,93,Denver Nuggets,111
2024-01-01,9:00p,Portland Trail Blazers,88,Phoenix Suns,109
2024-01-01,9:00p,Dallas Mavericks,90,Utah Jazz,127
2024-01-01,10:30p,Miami Heat,104,Los Angeles Clippers,121
2024-01-02,7:00p,Chicago Bulls,97,Philadelphia 76ers,110
2024-01-02,8:00p,San Antonio Spurs,98,Memphis Grizzlies,106
2024-01-02,8:00p,Brooklyn Nets,85,New Orleans Pelicans,112
2024-01-02,8:00p,Boston Celtics,123,Oklahoma City Thunder,127
2024-01-02,10:00p,Orlando Magic,115,Golden State Warriors,121
2024-01-02,10:00p,Charlotte Hornets,111,Sacramento Kings,104
2024-01-03,7:00p,Washington Wizards,101,Cleveland Cavaliers,140
2024-01-03,7:00p,Milwaukee Bucks,130,Indiana Pacers,142
2024-01-03,7:30p,Oklahoma City Thunder,138,Atlanta Hawks,141
2024-01-03,8:00p,Brooklyn Nets,101,Houston Rockets,112
2024-01-03,8:00p,Toronto Raptors,116,Memphis Grizzlies,111
2024-01-03,8:00p,New Orleans Pelicans,117,Minnesota Timberwolves,106
2024-01-03,8:30p,Portland Trail Blazers,97,Dallas Mavericks,126
2024-01-03,8:30p,Chicago Bulls,100,New York Knicks,116
2024-01-03,9:00p,Los Angeles Clippers,131,Phoenix Suns,122
2024-01-03,9:00p,Detroit Pistons,148,Utah Jazz,154
2024-01-03,10:00p,Miami Heat,110,Los Angeles Lakers,96
2024-01-03,10:00p,Orlando Magic,135,Sacramento Kings,138
2024-01-04,7:30p,Milwaukee Bucks,125,San Antonio Spurs,121
2024-01-04,10:00p,Denver Nuggets,130,Golden State Warriors,127
2024-01-05,7:00p,Utah Jazz,97,Boston Celtics,126
2024-01-05,7:00p,Atlanta Hawks,116,Indiana Pacers,150
2024-01-05,7:30p,Oklahoma City Thunder,115,Brooklyn Nets,124
2024-01-05,7:30p,Washington Wizards,90,Cleveland Cavaliers,114
2024-01-05,7:30p,New York Knicks,128,Philadelphia 76ers,92
2024-01-05,8:00p,Charlotte Hornets,91,Chicago Bulls,104
2024-01-05,8:00p,Minnesota Timberwolves,122,Houston Rockets,95
2024-01-05,8:00p,Los Angeles Clippers,111,New Orleans Pelicans,95
2024-01-05,8:30p,Portland Trail Blazers,103,Dallas Mavericks,139
2024-01-05,9:00p,Orlando Magic,122,Denver Nuggets,120
2024-01-05,9:00p,Miami Heat,97,Phoenix Suns,113
2024-01-05,10:00p,Detroit Pistons,109,Golden State Warriors,113
2024-01-05,10:00p,Memphis Grizzlies,127,Los Angeles Lakers,113
2024-01-05,10:00p,Toronto Raptors,130,Sacramento Kings,135
2024-01-06,7:00p,Boston Celtics,118,Indiana Pacers,101
2024-01-06,7:00p,New York Knicks,121,Washington Wizards,105
2024-01-06,7:30p,Utah Jazz,120,Philadelphia 76ers,109
2024-01-06,8:00p,Milwaukee Bucks,108,Houston Rockets,112
2024-01-07,1:00p,San Antonio Spurs,115,Cleveland Cavaliers,117
2024-01-07,3:00p,Portland Trail Blazers,134,Brooklyn Nets,127
2024-01-07,6:00p,Atlanta Hawks,110,Orlando Magic,117
2024-01-07,6:00p,New Orleans Pelicans,133,Sacramento Kings,100
2024-01-07,7:30p,Minnesota Timberwolves,108,Dallas Mavericks,115
2024-01-07,8:00p,Detroit Pistons,114,Denver Nuggets,131
2024-01-07,8:00p,Memphis Grizzlies,121,Phoenix Suns,115
2024-01-07,8:30p,Toronto Raptors,133,Golden State Warriors,118
2024-01-07,9:30p,Los Angeles Clippers,103,Los Angeles Lakers,106
2024-01-08,7:00p,Chicago Bulls,119,Charlotte Hornets,112
2024-01-08,7:00p,Boston Celtics,131,Indiana Pacers,133
2024-01-08,7:00p,Oklahoma City Thunder,136,Washington Wizards,128
2024-01-08,7:30p,Houston Rockets,113,Miami Heat,120
2024-01-08,8:00p,Utah Jazz,132,Milwaukee Bucks,116
2024-01-08,10:30p,Phoenix Suns,111,Los Angeles Clippers,138
2024-01-09,7:00p,Sacramento Kings,131,Detroit Pistons,110
2024-01-09,7:00p,Minnesota Timberwolves,113,Orlando Magic,92
2024-01-09,7:30p,Portland Trail Blazers,84,New York Knicks,112
2024-01-09,8:30p,Memphis Grizzlies,120,Dallas Mavericks,103
2024-01-09,10:30p,Toronto Raptors,131,Los Angeles Lakers,132
2024-01-10,7:00p,Minnesota Timberwolves,120,Boston Celtics,127
2024-01-10,7:00p,Sacramento Kings,123,Charlotte Hornets,98
2024-01-10,7:00p,San Antonio Spurs,130,Detroit Pistons,108
2024-01-10,7:00p,Washington Wizards,104,Indiana Pacers,112
2024-01-10,7:30p,Philadelphia 76ers,132,Atlanta Hawks,139
2024-01-10,7:30p,Oklahoma City Thunder,128,Miami Heat,120
2024-01-10,8:00p,Houston Rockets,119,Chicago Bulls,124
2024-01-10,8:30p,New Orleans Pelicans,141,Golden State Warriors,105
2024-01-10,10:00p,Denver Nuggets,111,Utah Jazz,124
2024-01-10,10:30p,Toronto Raptors,120,Los Angeles Clippers,126
2024-01-11,2:00p,Brooklyn Nets,102,Cleveland Cavaliers,111
2024-01-11,7:30p,Boston Celtics,102,Milwaukee Bucks,135
2024-01-11,8:00p,Portland Trail Blazers,77,Oklahoma City Thunder,139
2024-01-11,8:30p,New York Knicks,124,Dallas Mavericks,128
2024-01-11,10:00p,Phoenix Suns,127,Los Angeles Lakers,109
2024-01-12,7:30p,Indiana Pacers,126,Atlanta Hawks,108
2024-01-12,7:30p,Houston Rockets,112,Detroit Pistons,110
2024-01-12,7:30p,Sacramento Kings,93,Philadelphia 76ers,112
2024-01-12,8:00p,Golden State Warriors,140,Chicago Bulls,131
2024-01-12,8:00p,Los Angeles Clippers,128,Memphis Grizzlies,119
2024-01-12,8:00p,Orlando Magic,96,Miami Heat,99
2024-01-12,8:00p,Portland Trail Blazers,93,Minnesota Timberwolves,116
2024-01-12,8:00p,Charlotte Hornets,99,San Antonio Spurs,135
2024-01-12,9:30p,Toronto Raptors,113,Utah Jazz,145
2024-01-12,10:00p,New Orleans Pelicans,113,Denver Nuggets,125
2024-01-13,7:00p,Houston Rockets,113,Boston Celtics,145
2024-01-13,7:30p,Washington Wizards,127,Atlanta Hawks,99
2024-01-13,8:00p,New York Knicks,106,Memphis Grizzlies,94
2024-01-13,8:00p,Golden State Warriors,118,Milwaukee Bucks,129
2024-01-13,8:00p,Orlando Magic,100,Oklahoma City Thunder,112
2024-01-13,8:30p,New Orleans Pelicans,118,Dallas Mavericks,108
2024-01-13,8:30p,Chicago Bulls,122,San Antonio Spurs,116
2024-01-13,9:30p,Los Angeles Lakers,125,Utah Jazz,132
2024-01-14,3:30p,Indiana Pacers,109,Denver Nuggets,117
2024-01-14,6:00p,Charlotte Hornets,87,Miami Heat,104
2024-01-14,7:00p,Sacramento Kings,142,Milwaukee Bucks,143
2024-01-14,7:00p,Los Angeles Clippers,105,Minnesota Timberwolves,109
2024-01-14,9:00p,Phoenix Suns,127,Portland Trail Blazers,116
2024-01-15,1:00p,Houston Rockets,115,Philadelphia 76ers,124
2024-01-15,2:30p,New Orleans Pelicans,120,Dallas Mavericks,125
2024-01-15,3:00p,Orlando Magic,98,New York Knicks,94
2024-01-15,3:00p,Detroit Pistons,129,Washington Wizards,117
