Date,Time,Visitor,PTS Visitor,Home,PTS Home
2024-03-03,7:00p,New York Knicks,,Cleveland Cavaliers,
2024-03-03,7:00p,Indiana Pacers,,San Antonio Spurs,
2024-03-03,9:30p,Oklahoma City Thunder,,Phoenix Suns,
2024-03-04,7:30p,Memphis Grizzlies,,Brooklyn Nets,
2024-03-04,8:00p,Los Angeles Clippers,,Milwaukee Bucks,
2024-03-04,8:00p,Portland Trail Blazers,,Minnesota Timberwolves,
2024-03-04,9:00p,Washington Wizards,,Utah Jazz,
2024-03-04,10:00p,Chicago Bulls,,Sacramento Kings,
2024-03-04,10:30p,Oklahoma City Thunder,,Los Angeles Lakers,
2024-03-05,7:00p,Orlando Magic,,Charlotte Hornets,
2024-03-05,7:00p,Boston Celtics,,Cleveland Cavaliers,
2024-03-05,7:30p,Philadelphia 76ers,,Brooklyn Nets,
2024-03-05,7:30p,Detroit Pistons,,Miami Heat,
2024-03-05,7:30p,Atlanta Hawks,,New York Knicks,
2024-03-05,7:30p,New Orleans Pelicans,,Toronto Raptors,
2024-03-05,8:00p,San Antonio Spurs,,Houston Rockets,
2024-03-05,8:30p,Indiana Pacers,,Dallas Mavericks,
2024-03-05,10:00p,Phoenix Suns,,Denver Nuggets,
2024-03-06,7:00p,Orlando Magic,,Washington Wizards,
2024-03-06,7:30p,Cleveland Cavaliers,,Atlanta Hawks,
2024-03-06,7:30p,Memphis Grizzlies,,Philadelphia 76ers,
2024-03-06,8:00p,Los Angeles Clippers,,Houston Rockets,
2024-03-06,9:00p,Chicago Bulls,,Utah Jazz,
2024-03-06,10:00p,Milwaukee Bucks,,Golden State Warriors,
2024-03-06,10:00p,Oklahoma City Thunder,,Portland Trail Blazers,
2024-03-06,10:30p,Sacramento Kings,,Los Angeles Lakers,
2024-03-07,7:00p,Brooklyn Nets,,Detroit Pistons,
2024-03-07,7:00p,Minnesota Timberwolves,,Indiana Pacers,
2024-03-07,7:30p,Miami Heat,,Dallas Mavericks,
2024-03-07,9:00p,Toronto Raptors,,Phoenix Suns,
2024-03-07,10:00p,Boston Celtics,,Denver Nuggets,
2024-03-07,10:00p,Chicago Bulls,,Golden State Warriors,
2024-03-07,10:00p,San Antonio Spurs,,Sacramento Kings,
2024-03-08,7:00p,New Orleans Pelicans,,Philadelphia 76ers,
2024-03-08,7:00p,Charlotte Hornets,,Washington Wizards,
2024-03-08,7:30p,Minnesota Timberwolves,,Cleveland Cavaliers,
2024-03-08,7:30p,Atlanta Hawks,,Memphis Grizzlies,
2024-03-08,7:30p,Orlando Magic,,New York Knicks,
2024-03-08,8:00p,Miami Heat,,Oklahoma City Thunder,
2024-03-08,10:00p,Milwaukee Bucks,,Los Angeles Lakers,
2024-03-08,10:00p,Houston Rockets,,Portland Trail Blazers,
2024-03-09,4:00p,Chicago Bulls,,Los Angeles Clippers,
2024-03-09,7:00p,Brooklyn Nets,,Charlotte Hornets,
2024-03-09,7:00p,Dallas Mavericks,,Detroit Pistons,
2024-03-09,8:30p,San Antonio Spurs,,Golden State Warriors,
2024-03-09,8:30p,Boston Celtics,,Phoenix Suns,
2024-03-09,10:00p,Utah Jazz,,Denver Nuggets,
2024-03-09,10:00p,Toronto Raptors,,Portland Trail Blazers,
2024-03-10,3:00p,Milwaukee Bucks,,Los Angeles Clippers,
2024-03-10,6:00p,New Orleans Pelicans,,Atlanta Hawks,
2024-03-10,6:00p,Washington Wizards,,Miami Heat,
2024-03-10,6:00p,Philadelphia 76ers,,New York Knicks,
2024-03-10,6:00p,Indiana Pacers,,Orlando Magic,
2024-03-10,6:00p,Houston Rockets,,Sacramento Kings,
2024-03-10,7:00p,Brooklyn Nets,,Cleveland Cavaliers,
2024-03-10,7:00p,Memphis Grizzlies,,Oklahoma City Thunder,
2024-03-10,9:30p,Minnesota Timberwolves,,Los Angeles Lakers,
2024-03-11,7:00p,Charlotte Hornets,,Detroit Pistons,
2024-03-11,7:30p,Phoenix Suns,,Cleveland Cavaliers,
2024-03-11,8:00p,Dallas Mavericks,,Chicago Bulls,
2024-03-11,8:00p,Golden State Warriors,,San Antonio Spurs,
2024-03-11,9:00p,Toronto Raptors,,Denver Nuggets,
2024-03-11,10:30p,Boston Celtics,,Portland Trail Blazers,
2024-03-12,7:30p,Philadelphia 76ers,,New York Knicks,
2024-03-12,8:00p,Washington Wizards,,Memphis Grizzlies,
2024-03-12,8:00p,Indiana Pacers,,Oklahoma City Thunder,
2024-03-12,8:30p,Houston Rockets,,San Antonio Spurs,
2024-03-12,9:00p,Boston Celtics,,Utah Jazz,
2024-03-12,10:00p,Minnesota Timberwolves,,Los Angeles Clippers,
2024-03-12,10:00p,Milwaukee Bucks,,Sacramento Kings,
2024-03-13,7:00p,Toronto Raptors,,Detroit Pistons,
2024-03-13,7:00p,Brooklyn Nets,,Orlando Magic,
2024-03-13,7:30p,Chicago Bulls,,Indiana Pacers,
2024-03-13,7:30p,Denver Nuggets,,Miami Heat,
2024-03-13,8:00p,Charlotte Hornets,,Memphis Grizzlies,
2024-03-13,8:00p,Cleveland Cavaliers,,New Orleans Pelicans,
2024-03-13,8:30p,Golden State Warriors,,Dallas Mavericks,
2024-03-13,10:00p,Atlanta Hawks,,Portland Trail Blazers,
2024-03-13,10:00p,Los Angeles Lakers,,Sacramento Kings,
2024-03-14,7:30p,Phoenix Suns,,Boston Celtics,
2024-03-14,8:00p,Los Angeles Clippers,,Chicago Bulls,
2024-03-14,8:00p,Washington Wizards,,Houston Rockets,
2024-03-14,8:00p,Philadelphia 76ers,,Milwaukee Bucks,
2024-03-14,10:00p,Dallas Mavericks,,Oklahoma City Thunder,
2024-03-14,10:00p,New York Knicks,,Portland Trail Blazers,
2024-03-15,7:00p,Phoenix Suns,,Charlotte Hornets,
2024-03-15,7:00p,Miami Heat,,Detroit Pistons,
2024-03-15,7:30p,Orlando Magic,,Toronto Raptors,
2024-03-15,8:00p,Los Angeles Clippers,,New Orleans Pelicans,
2024-03-15,8:30p,Denver Nuggets,,San Antonio Spurs,
2024-03-15,9:30p,Atlanta Hawks,,Utah Jazz,
2024-03-16,5:00p,Cleveland Cavaliers,,Houston Rockets,
2024-03-16,7:00p,Brooklyn Nets,,Indiana Pacers,
2024-03-16,7:00p,Portland Trail Blazers,,New Orleans Pelicans,
2024-03-16,7:00p,Charlotte Hornets,,Philadelphia 76ers,
2024-03-16,8:00p,Washington Wizards,,Chicago Bulls,
2024-03-16,8:00p,Oklahoma City Thunder,,Memphis Grizzlies,
2024-03-16,8:30p,Golden State Warriors,,Los Angeles Lakers,
2024-03-16,9:30p,Minnesota Timberwolves,,Utah Jazz,
2024-03-16,10:00p,New York Knicks,,Sacramento Kings,
2024-03-17,1:00p,Phoenix Suns,,Milwaukee Bucks,
2024-03-17,3:00p,Miami Heat,,Detroit Pistons,
2024-03-17,3:30p,Denver Nuggets,,Dallas Mavericks,
2024-03-17,6:00p,Toronto Raptors,,Orlando Magic,
2024-03-17,6:00p,Boston Celtics,,Washington Wizards,
2024-03-17,7:00p,Brooklyn Nets,,San Antonio Spurs,
2024-03-17,9:30p,Atlanta Hawks,,Los Angeles Clippers,
2024-03-18,7:00p,Cleveland Cavaliers,,Indiana Pacers,
2024-03-18,7:30p,Detroit Pistons,,Boston Celtics,
2024-03-18,7:30p,Miami Heat,,Philadelphia 76ers,
2024-03-18,8:00p,Portland Trail Blazers,,Chicago Bulls,
2024-03-18,9:00p,Minnesota Timberwolves,,Utah Jazz,
2024-03-18,10:00p,New York Knicks,,Golden State Warriors,
2024-03-18,10:00p,Memphis Grizzlies,,Sacramento Kings,
2024-03-18,10:30p,Atlanta Hawks,,Los Angeles Lakers,
2024-03-19,7:00p,Charlotte Hornets,,Orlando Magic,
2024-03-19,7:00p,Houston Rockets,,Washington Wizards,
2024-03-19,7:30p,New Orleans Pelicans,,Brooklyn Nets,
2024-03-19,8:00p,Dallas Mavericks,,San Antonio Spurs,
2024-03-19,9:00p,Denver Nuggets,,Minnesota Timberwolves,
2024-03-20,7:00p,Miami Heat,,Cleveland Cavaliers,
2024-03-20,7:00p,Indiana Pacers,,Detroit Pistons,
2024-03-20,7:30p,Milwaukee Bucks,,Boston Celtics,
2024-03-20,7:30p,Sacramento Kings,,Toronto Raptors,
2024-03-20,8:00p,Utah Jazz,,Oklahoma City Thunder,
2024-03-20,10:00p,Memphis Grizzlies,,Golden State Warriors,
2024-03-20,10:00p,Philadelphia 76ers,,Phoenix Suns,
2024-03-20,10:00p,Los Angeles Clippers,,Portland Trail Blazers,
2024-03-21,7:00p,New Orleans Pelicans,,Orlando Magic,
2024-03-21,7:00p,Sacramento Kings,,Washington Wizards,
2024-03-21,8:00p,Chicago Bulls,,Houston Rockets,
2024-03-21,8:00p,Brooklyn Nets,,Milwaukee Bucks,
2024-03-21,8:30p,Utah Jazz,,Dallas Mavericks,
2024-03-21,9:00p,New York Knicks,,Denver Nuggets,
2024-03-21,10:30p,Atlanta Hawks,,Phoenix Suns,
2024-03-22,7:00p,Boston Celtics,,Detroit Pistons,
2024-03-22,7:00p,Oklahoma City Thunder,,Toronto Raptors,
2024-03-22,8:00p,New Orleans Pelicans,,Miami Heat,
2024-03-22,8:00p,Cleveland Cavaliers,,Minnesota Timberwolves,
2024-03-22,8:00p,Memphis Grizzlies,,San Antonio Spurs,
2024-03-22,10:00p,Indiana Pacers,,Golden State Warriors,
2024-03-22,10:00p,Los Angeles Clippers,,Portland Trail Blazers,
2024-03-22,10:30p,Philadelphia 76ers,,Los Angeles Lakers,
2024-03-23,1:00p,Brooklyn Nets,,New York Knicks,
2024-03-23,7:00p,Sacramento Kings,,Orlando Magic,
2024-03-23,7:30p,Charlotte Hornets,,Atlanta Hawks,
2024-03-23,8:00p,Boston Celtics,,Chicago Bulls,
2024-03-23,8:00p,Utah Jazz,,Houston Rockets,
2024-03-23,8:00p,Phoenix Suns,,San Antonio Spurs,
2024-03-23,8:00p,Toronto Raptors,,Washington Wizards,
2024-03-23,10:00p,Denver Nuggets,,Portland Trail Blazers,
2024-03-24,3:00p,New Orleans Pelicans,,Detroit Pistons,
2024-03-24,3:30p,Philadelphia 76ers,,Los Angeles Clippers,
2024-03-24,6:00p,Cleveland Cavaliers,,Miami Heat,
2024-03-24,7:00p,Oklahoma City Thunder,,Milwaukee Bucks,
2024-03-24,7:00p,Golden State Warriors,,Minnesota Timberwolves,
2024-03-24,10:00p,Indiana Pacers,,Los Angeles Lakers,
2024-03-25,7:00p,Charlotte Hornets,,Cleveland Cavaliers,
2024-03-25,7:30p,Boston Celtics,,Atlanta Hawks,
2024-03-25,7:30p,Detroit Pistons,,New York Knicks,
2024-03-25,7:30p,Brooklyn Nets,,Toronto Raptors,
2024-03-25,8:00p,Washington Wizards,,Chicago Bulls,
2024-03-25,8:00p,Portland Trail Blazers,,Houston Rockets,
2024-03-25,8:00p,Phoenix Suns,,San Antonio Spurs,
2024-03-25,9:00p,Memphis Grizzlies,,Denver Nuggets,
2024-03-25,9:00p,Dallas Mavericks,,Utah Jazz,
2024-03-25,10:00p,Philadelphia 76ers,,Sacramento Kings,
2024-03-25,10:30p,Indiana Pacers,,Los Angeles Clippers,
2024-03-26,7:30p,Golden State Warriors,,Miami Heat,
2024-03-26,7:30p,Los Angeles Lakers,,Milwaukee Bucks,
2024-03-26,8:00p,Oklahoma City Thunder,,New Orleans Pelicans,
2024-03-26,10:00p,Dallas Mavericks,,Sacramento Kings,
2024-03-27,7:00p,Cleveland Cavaliers,,Charlotte Hornets,
2024-03-27,7:00p,Golden State Warriors,,Orlando Magic,
2024-03-27,7:00p,Brooklyn Nets,,Washington Wizards,
2024-03-27,7:30p,Portland Trail Blazers,,Atlanta Hawks,
2024-03-27,7:30p,Los Angeles Clippers,,Philadelphia 76ers,
2024-03-27,7:30p,New York Knicks,,Toronto Raptors,
2024-03-27,8:00p,Indiana Pacers,,Chicago Bulls,
2024-03-27,8:00p,Los Angeles Lakers,,Memphis Grizzlies,
2024-03-27,8:00p,Detroit Pistons,,Minnesota Timberwolves,
2024-03-27,8:00p,Houston Rockets,,Oklahoma City Thunder,
2024-03-27,9:00p,San Antonio Spurs,,Utah Jazz,
2024-03-27,10:00p,Phoenix Suns,,Denver Nuggets,
2024-03-28,7:30p,Boston Celtics,,Atlanta Hawks,
2024-03-28,8:00p,Milwaukee Bucks,,New Orleans Pelicans,
2024-03-29,7:00p,Golden State Warriors,,Charlotte Hornets,
2024-03-29,7:00p,Los Angeles Lakers,,Indiana Pacers,
2024-03-29,7:00p,Los Angeles Clippers,,Orlando Magic,
2024-03-29,7:00p,Detroit Pistons,,Washington Wizards,
2024-03-29,7:30p,Chicago Bulls,,Brooklyn Nets,
2024-03-29,7:30p,Philadelphia 76ers,,Cleveland Cavaliers,
2024-03-29,8:00p,Portland Trail Blazers,,Miami Heat,
2024-03-29,8:00p,Phoenix Suns,,Oklahoma City Thunder,
2024-03-29,8:00p,New York Knicks,,San Antonio Spurs,
2024-03-29,9:00p,Minnesota Timberwolves,,Denver Nuggets,
2024-03-29,9:30p,Houston Rockets,,Utah Jazz,
2024-03-29,10:00p,Dallas Mavericks,,Sacramento Kings,
2024-03-30,5:00p,Boston Celtics,,New Orleans Pelicans,
2024-03-30,7:00p,Memphis Grizzlies,,Orlando Magic,
2024-03-30,7:30p,Milwaukee Bucks,,Atlanta Hawks,
2024-03-31,3:30p,Cleveland Cavaliers,,Denver Nuggets,
2024-03-31,6:00p,Los Angeles Lakers,,Brooklyn Nets,
2024-03-31,6:00p,Los Angeles Clippers,,Charlotte Hornets,
2024-03-31,6:00p,Philadelphia 76ers,,Toronto Raptors,
2024-03-31,6:00p,Miami Heat,,Washington Wizards,
2024-03-31,7:00p,Dallas Mavericks,,Houston Rockets,
2024-03-31,7:00p,Chicago Bulls,,Minnesota Timberwolves,
2024-03-31,7:00p,Oklahoma City Thunder,,New York Knicks,
2024-03-31,7:00p,Golden State Warriors,,San Antonio Spurs,
2024-03-31,9:00p,Utah Jazz,,Sacramento Kings,
2024-04-01,7:00p,Boston Celtics,,Charlotte Hornets,
2024-04-01,7:00p,Memphis Grizzlies,,Detroit Pistons,
2024-04-01,7:00p,Brooklyn Nets,,Indiana Pacers,
2024-04-01,7:00p,Portland Trail Blazers,,Orlando Magic,
2024-04-01,8:00p,Atlanta Hawks,,Chicago Bulls,
2024-04-01,8:00p,Phoenix Suns,,New Orleans Pelicans,
2024-04-02,7:00p,Los Angeles Lakers,,Toronto Raptors,
2024-04-02,7:00p,Milwaukee Bucks,,Washington Wizards,
2024-04-02,7:30p,New York Knicks,,Miami Heat,
2024-04-02,7:30p,Oklahoma City Thunder,,Philadelphia 76ers,
2024-04-02,8:00p,Houston Rockets,,Minnesota Timberwolves,
2024-04-02,9:00p,San Antonio Spurs,,Denver Nuggets,
2024-04-02,9:00p,Cleveland Cavaliers,,Utah Jazz,
2024-04-02,10:00p,Dallas Mavericks,,Golden State Warriors,
2024-04-02,10:00p,Los Angeles Clippers,,Sacramento Kings,
2024-04-03,7:00p,Portland Trail Blazers,,Charlotte Hornets,
2024-04-03,7:00p,Los Angeles Lakers,,Washington Wizards,
2024-04-03,7:30p,Detroit Pistons,,Atlanta Hawks,
2024-04-03,7:30p,Oklahoma City Thunder,,Boston Celtics,
2024-04-03,7:30p,Indiana Pacers,,Brooklyn Nets,
2024-04-03,7:30p,Memphis Grizzlies,,Milwaukee Bucks,
2024-04-03,8:00p,Toronto Raptors,,Minnesota Timberwolves,
2024-04-03,8:00p,Orlando Magic,,New Orleans Pelicans,
2024-04-03,10:00p,Cleveland Cavaliers,,Phoenix Suns,
2024-04-04,7:30p,Philadelphia 76ers,,Miami Heat,
2024-04-04,7:30p,Sacramento Kings,,New York Knicks,
2024-04-04,8:00p,Golden State Warriors,,Houston Rockets,
2024-04-04,8:30p,Atlanta Hawks,,Dallas Mavericks,
2024-04-04,10:00p,Denver Nuggets,,Los Angeles Clippers,
2024-04-05,7:00p,Orlando Magic,,Charlotte Hornets,
2024-04-05,7:00p,Oklahoma City Thunder,,Indiana Pacers,
2024-04-05,7:00p,Portland Trail Blazers,,Washington Wizards,
2024-04-05,7:30p,Sacramento Kings,,Boston Celtics,
2024-04-05,8:00p,New York Knicks,,Chicago Bulls,
2024-04-05,8:00p,Miami Heat,,Houston Rockets,
2024-04-05,8:00p,Detroit Pistons,,Memphis Grizzlies,
2024-04-05,8:00p,Toronto Raptors,,Milwaukee Bucks,
2024-04-05,8:00p,San Antonio Spurs,,New Orleans Pelicans,
2024-04-05,8:30p,Golden State Warriors,,Dallas Mavericks,
2024-04-05,10:00p,Minnesota Timberwolves,,Phoenix Suns,
2024-04-05,10:30p,Utah Jazz,,Los Angeles Clippers,
2024-04-06,3:30p,Cleveland Cavaliers,,Los Angeles Lakers,
2024-04-06,7:00p,Detroit Pistons,,Brooklyn Nets,
2024-04-06,8:00p,Philadelphia 76ers,,Memphis Grizzlies,
2024-04-06,9:00p,Atlanta Hawks,,Denver Nuggets,
2024-04-07,3:30p,Houston Rockets,,Dallas Mavericks,
2024-04-07,3:30p,Cleveland Cavaliers,,Los Angeles Clippers,
2024-04-07,5:00p,Miami Heat,,Indiana Pacers,
2024-04-07,6:00p,Portland Trail Blazers,,Boston Celtics,
2024-04-07,6:00p,Oklahoma City Thunder,,Charlotte Hornets,
2024-04-07,6:00p,Chicago Bulls,,Orlando Magic,
2024-04-07,6:00p,New Orleans Pelicans,,Phoenix Suns,
2024-04-07,6:00p,Washington Wizards,,Toronto Raptors,
2024-04-07,7:00p,New York Knicks,,Milwaukee Bucks,
2024-04-07,7:00p,Philadelphia 76ers,,San Antonio Spurs,
2024-04-07,7:30p,Sacramento Kings,,Brooklyn Nets,
2024-04-07,8:30p,Utah Jazz,,Golden State Warriors,
2024-04-07,10:00p,Minnesota Timberwolves,,Los Angeles Lakers,
2024-04-09,7:00p,Dallas Mavericks,,Charlotte Hornets,
2024-04-09,7:00p,Detroit Pistons,,Philadelphia 76ers,
2024-04-09,7:00p,Indiana Pacers,,Toronto Raptors,
2024-04-09,7:30p,Miami Heat,,Atlanta Hawks,
2024-04-09,7:30p,Boston Celtics,,Milwaukee Bucks,
2024-04-09,8:00p,New York Knicks,,Chicago Bulls,
2024-04-09,8:00p,Orlando Magic,,Houston Rockets,
2024-04-09,8:00p,San Antonio Spurs,,Memphis Grizzlies,
2024-04-09,8:00p,Washington Wizards,,Minnesota Timberwolves,
2024-04-09,8:00p,Sacramento Kings,,Oklahoma City Thunder,
2024-04-09,9:00p,Denver Nuggets,,Utah Jazz,
2024-04-09,10:00p,Golden State Warriors,,Los Angeles Lakers,
2024-04-09,10:00p,Los Angeles Clippers,,Phoenix Suns,
2024-04-09,10:00p,New Orleans Pelicans,,Portland Trail Blazers,
2024-04-10,7:00p,Memphis Grizzlies,,Cleveland Cavaliers,
2024-04-10,7:30p,Charlotte Hornets,,Atlanta Hawks,
2024-04-10,7:30p,Toronto Raptors,,Brooklyn Nets,
2024-04-10,7:30p,Dallas Mavericks,,Miami Heat,
2024-04-10,8:00p,Orlando Magic,,Milwaukee Bucks,
2024-04-10,8:00p,San Antonio Spurs,,Oklahoma City Thunder,
2024-04-10,10:00p,Minnesota Timberwolves,,Denver Nuggets,
2024-04-10,10:30p,Phoenix Suns,,Los Angeles Clippers,
2024-04-11,7:00p,Chicago Bulls,,Detroit Pistons,
2024-04-11,7:30p,New York Knicks,,Boston Celtics,
2024-04-11,9:00p,Houston Rockets,,Utah Jazz,
2024-04-11,10:00p,Golden State Warriors,,Portland Trail Blazers,
2024-04-11,10:00p,New Orleans Pelicans,,Sacramento Kings,
2024-04-12,7:00p,Orlando Magic,,Philadelphia 76ers,
2024-04-12,7:00p,Chicago Bulls,,Washington Wizards,
2024-04-12,7:30p,Charlotte Hornets,,Boston Celtics,
2024-04-12,7:30p,Indiana Pacers,,Cleveland Cavaliers,
2024-04-12,7:30p,Brooklyn Nets,,New York Knicks,
2024-04-12,8:00p,Los Angeles Lakers,,Memphis Grizzlies,
2024-04-12,8:00p,Toronto Raptors,,Miami Heat,
2024-04-12,8:00p,Atlanta Hawks,,Minnesota Timberwolves,
2024-04-12,8:00p,Milwaukee Bucks,,Oklahoma City Thunder,
2024-04-12,8:00p,Denver Nuggets,,San Antonio Spurs,
2024-04-12,8:30p,Detroit Pistons,,Dallas Mavericks,
2024-04-12,10:00p,New Orleans Pelicans,,Golden State Warriors,
2024-04-12,10:00p,Houston Rockets,,Portland Trail Blazers,
2024-04-12,10:30p,Utah Jazz,,Los Angeles Clippers,
2024-04-12,10:30p,Phoenix Suns,,Sacramento Kings,
2024-04-14,1:00p,Washington Wizards,,Boston Celtics,
2024-04-14,1:00p,Charlotte Hornets,,Cleveland Cavaliers,
2024-04-14,1:00p,Atlanta Hawks,,Indiana Pacers,
2024-04-14,1:00p,Toronto Raptors,,Miami Heat,
2024-04-14,1:00p,Chicago Bulls,,New York Knicks,
2024-04-14,1:00p,Milwaukee Bucks,,Orlando Magic,
2024-04-14,1:00p,Brooklyn Nets,,Philadelphia 76ers,
2024-04-14,3:30p,Utah Jazz,,Golden State Warriors,
2024-04-14,3:30p,Houston Rockets,,Los Angeles Clippers,
2024-04-14,3:30p,Denver Nuggets,,Memphis Grizzlies,
2024-04-14,3:30p,Phoenix Suns,,Minnesota Timberwolves,
2024-04-14,3:30p,Los Angeles Lakers,,New Orleans Pelicans,
2024-04-14,3:30p,Dallas Mavericks,,Oklahoma City Thunder,
2024-04-14,3:30p,Portland Trail Blazers,,Sacramento Kings,
2024-04-14,3:30p,Detroit Pistons,,San Antonio Spurs,
